"site","Depth","Sample_Date","Chl","AFDW","Lake_Level"
"Pineland",0.5,2000-03-07,27.56666667,,6228.16
"Pineland",0.5,2000-04-05,78.37333333,,6228.14
"Pineland",0.5,2000-05-01,8.73,,6228.48
"Pineland",0.5,2000-06-06,8.156666667,,6229.03
"Pineland",0.5,2000-08-22,8.543333333,,6228.16
"Pineland",0.5,2000-12-04,13.01666667,,6226.76
"Pineland",0.5,2001-01-18,14.64666667,,6226.42
"Pineland",0.5,2001-03-08,36.82666667,,6226.26
"Pineland",0.5,2001-04-05,39.92,,6226.23
"Pineland",0.5,2001-05-04,18.78666667,,6226.35
"Pineland",0.5,2001-05-31,51.50333333,,6226.53
"Pineland",0.5,2001-08-27,10.78,,6225.19
"Pineland",0.5,2001-12-21,37.65666667,,6224.09
"Pineland",0.5,2002-01-31,48.10666667,,6224.15
"Pineland",0.5,2002-02-27,84.96333333,,6224.2
"Pineland",0.5,2002-04-08,123.7566667,,6224.43
"Pineland",0.5,2002-05-28,73.12333333,,6224.95
"Pineland",0.5,2002-07-03,18.94333333,,6225.01
"Pineland",0.5,2002-09-16,27.34333333,,6223.73
"Pineland",0.5,2003-01-16,83.59,,6223.61
"Pineland",0.5,2003-02-21,41.545,43.73,6223.7
"Pineland",0.5,2003-03-18,103.5466667,,6223.72
"Pineland",0.5,2003-04-30,132.6266667,61.85,6224.12
"Pineland",0.5,2003-06-06,41.52,43.63,6224.78
"Pineland",0.5,2003-06-27,13.35666667,,6224.88
"Pineland",0.5,2003-09-12,22.37,,6223.92
"Pineland",0.5,2003-12-03,24.68,24.03,6222.86
"Pineland",0.5,2004-11-02,33.545,32.39,6222.69
"Pineland",0.5,2005-01-05,26.44,19.64,6222.74
"Pineland",0.5,2005-03-03,42.09,29.04,6223.21
"Pineland",0.5,2005-03-30,79.055,59.47,6223.62
"Pineland",0.5,2005-04-21,87.46,33.8,6223.71
"Pineland",0.5,2005-06-15,15.26666667,14.01,6225.39
"Pineland",0.5,2005-06-29,1.66,3.55,6225.53
"Pineland",0.5,2005-08-23,3.15,1.52,6225.08
"Pineland",0.5,2005-11-18,53.18,43.87,6223.82
"Pineland",0.5,2005-12-16,36.98,28.19,6224.07
"Pineland",0.5,2006-01-20,7.98,4.11,6225.91
"Pineland",0.5,2006-02-23,31.255,24.95,6226.05
"Pineland",0.5,2006-03-21,47.8,34.92,6226.61
"Pineland",0.5,2006-04-19,6.65,6.62,6227.26
"Pineland",0.5,2006-05-31,17.58,22.08,6228.58
"Pineland",0.5,2006-06-28,2.605,4.26,6229.06
"Pineland",0.5,2006-12-04,24.245,13.23,6227.1
"Pineland",0.5,2007-01-26,94.575,25.09,6226.87
"Pineland",0.5,2007-02-15,91.38,29.13,6226.96
"Pineland",0.5,2007-03-14,89.215,39.96,6227.12
"Pineland",0.5,2007-04-05,79.74,44.58,6227.27
"Pineland",0.5,2007-05-17,15.51,15.99,6227.56
"Pineland",0.5,2007-06-14,9.67,9.52,6227.57
"Pineland",0.5,2007-12-12,52.32,24.85,6224.82
"Pineland",0.5,2008-02-11,68.47,24.25,6225.1
"Pineland",0.5,2008-03-12,75.475,44.29,6225.14
"Pineland",0.5,2008-04-10,119.675,57.91,6225.09
"Pineland",0.5,2008-05-19,76.205,44.09,6225.35
"Pineland",0.5,2008-08-13,9.865,8.69,6224.63
"Pineland",0.5,2009-01-23,55.495,41,6223.28
"Pineland",0.5,2009-03-13,91.015,69.85,6223.61
"Pineland",0.5,2009-03-31,119.21,53.68,6223.68
"Pineland",0.5,2009-06-26,26.04,28.98,6224.57
"Pineland",0.5,2009-09-22,19.745,22.14,6223.31
"Pineland",0.5,2010-01-04,55.945,49.92,6222.77
"Pineland",0.5,2010-02-25,61.86,51.8,6223.13
"Pineland",0.5,2010-03-24,78.625,65.49,6223.24
"Pineland",0.5,2010-04-16,147.185,75.02,6223.44
"Pineland",0.5,2010-10-13,37.415,33.9,6223.53
"Pineland",0.5,2011-01-05,177.145,79.24,6224.55
"Pineland",0.5,2011-03-28,67.425,56.28,6225.62
"Pineland",0.5,2011-04-29,154.065,91.31,6226.04
"Pineland",0.59,2011-05-13,68.21333333,32.27,6226.35
"Pineland",0.5,2011-06-30,1.76,3.81,6228
"Pineland",0.5,2011-10-28,8.925,5.13,6227.44
"Pineland",0.5,2012-01-12,38.965,19.47,6226.66
"Pineland",0.5,2012-03-19,128.515,67.66,6227.02
"Pineland",0.5,2012-04-09,173.32,115.14,6227.12
"Pineland",0.5,2012-06-11,162.2,70.6,6227.63
"Pineland",0.5,2012-08-27,7.175,4.98,6226.57
"Pineland",0.5,2013-01-17,51.34,23.79,6226.04
"Pineland",0.5,2013-02-28,74.68333333,32.84,6225.82
"Pineland",0.5,2013-03-27,241.7666667,99.85,6225.9
"Pineland",0.5,2013-06-21,59.475,31.4,6226.16
"Pineland",0.5,2013-11-14,20.74,21.84,6223.98
"Pineland",0.5,2014-03-04,39.885,31.9,6224.16
"Pineland",0.5,2014-04-11,31.955,32.26,6224.27
"Pineland",0.5,2014-05-21,11.76,10.23,6224.42
"Pineland",0.5,2014-07-02,21.18,31.85,6224.09
"Pineland",0.5,2014-11-11,25.145,33.72,6222.68
"Pineland",0.5,2015-02-20,47.49,45.81,6222.84
"Pineland",0.5,2015-03-19,18.19,12.67,6222.83
"Pineland",0.5,2015-04-09,32.07,31.75,6222.77
"Pineland",0.5,2015-06-16,15.88116859,11.81,6222.98
"Pineland",0.5,2015-11-19,32.2020476,40.58564805,6221.53
"Pineland",0.5,2016-02-29,72.36495166,50.40046522,6222.24
"Pineland",0.5,2016-03-31,85.56430569,68.68130314,6222.86
"Pineland",0.5,2016-05-04,13.80683469,20.2644842,6223.43
"Pineland",0.5,2016-06-29,10.87464344,14.46809388,6223.96
"Pineland",0.5,2016-10-20,15.04853297,18.97271186,6222.76
"Pineland",0.5,2017-03-29,,,6227.16
"Pineland",0.5,2017-03-29,31.46369551,16.51856514,6227.16
"Pineland",0.5,2017-04-04,,,6227.24
"Pineland",0.55,2017-04-04,8.543666583,6.674126795,6227.24
"Pineland",0.5,2017-05-22,3.008561649,4.267621568,6228.14
"Pineland",0.5,2017-06-14,1.014908142,,6228.62
"Pineland",0.5,2017-07-20,2.259724935,,6228.92
"Pineland",0.5,2018-01-02,33.4193517,13.76138283,6227.74
"Pineland",0.5,2018-02-06,5.3927985,1.747245472,6227.96
"Pineland",0.5,2018-03-29,24.1041366,13.64090264,6228.58
"Pineland",0.5,2018-04-26,20.54930741,20.39573394,6228.67
"Pineland",0.5,2018-07-25,11.07133419,11.68519994,6228.65
"Pineland",0.5,2019-01-11,62.30767756,23.03989818,6226.73
"Pineland",0.5,2019-01-11,,,6226.73
"Pineland",0.5,2019-03-19,156.7718708,65.04494841,6227.92
"Pineland",0.5,2019-04-23,23.43989692,20.73070403,6227.94
"Pineland",0.5,2019-06-17,2.15,3.57,6228.94
"Pineland",0.5,2019-08-30,12.93,9.402858297,6228.51
"Pineland",0.5,2020-04-24,68.65,72.21424036,6227.59
"Pineland",0.5,2020-05-06,118.83,,6227.72
"Pineland",0.5,2020-06-02,15.41,9.898839444,6227.96
"Pineland",0.5,2020-06-24,19.79,14.29061211,6227.86
"Pineland",0.5,2020-10-16,10.93,6.292500718,6226.21
"Pineland",0.5,2021-02-24,40.62,25.66,6225.67
"Pineland",0.5,2021-03-25,56.32,18.96,6225.47
"Pineland",0.5,2021-04-30,104.16,52.17,6225.26
"Pineland",0.5,2021-06-16,22.49,,6224.88
"Pineland",0.5,2021-08-13,15.68,12.45,6224.02
"Pineland",0.5,2021-12-02,32.58,18.4,6223.46
"Pineland",0.5,2022-02-24,80.03,30.75,6223.94
"Pineland",0.5,2022-03-14,75.43,32.55,6223.91
"Pineland",0.5,2022-07-18,160.74,54.06,6224.18
"Pineland",0.5,2023-05-04,20.47,49.15,6226.03
"Pineland",0.5,2023-05-23,2.22,7.17,6226.78
"Pineland",0.5,2023-07-11,2.62,5.09,6228.25
"Pineland",0.5,2023-10-31,13.26,11.89,6227.21
